"Country","Year","IDPT","IM","AFR","BR","DR","HEP","PSE","MR","NoOfPatents","hindex","NoOfDocs","GDP","HET","X","Region","FIPS_CNTRY"
"Saudi Arabia",1999,93,21,,,,,,20,2,124,"1.79","8203.4",,172,"Arab States","SA"
"Saudi Arabia",2000,95,20,,,,,0,18.8,,124,"1.79","9354.5",,388,"Arab States","SA"
"Saudi Arabia",2001,97,18,,,,,0,17.6,,124,"1.76","8760.1",,608,"Arab States","SA"
"Saudi Arabia",2002,95,18,,,,,,16.4,,124,"1.89","8639.1",,834,"Arab States","SA"
"Saudi Arabia",2003,95,17,,,,,,15.3,,124,"2.22","9389.5",,1054,"Arab States","SA"
"Saudi Arabia",2004,96,16,,,,,,14.2,,124,"2.22","10853.6",,1279,"Arab States","SA"
"Saudi Arabia",2005,96,16,,,,,,13.2,4,124,"2.35","13303.3",,1509,"Arab States","SA"
"Saudi Arabia   ",2006,96,95,13362,,,"74.69",2009825,"12.1",4,,,,939,1706,"Arab States","SA"
"Saudi Arabia   ",2007,97,86,11550,,,"72.28",1665969,44,,,,,657,1898,"Arab States","SA"
"Saudi Arabia   ",2008,99,93,11284,,,"66.31",1824332,"42.6",,,,,461,2090,"Arab States","SA"
"Saudi Arabia   ",2009,98,90,11018,,,"65.16",205595,"41.3",,,,,265,2282,"Arab States","SA"
"Saudi Arabia   ",2010,98,92,10753,,,"65.53",1932359,"40.1",,,,,733,2474,"Arab States","SA"
"Senegal",1999,60,158,"108.67","40.15","10.95","38.78",,71.3,,75,224,"534.8","12.3",173,"Africa","SG"
"Senegal",2000,52,155,"107.17","39.96","10.77","40.93",1762,69.8,,75,185,"474.5","7.29",389,"Africa","SG"
"Senegal",2001,52,151,"105.67","39.79","10.52","42.89",1573,67.7,,75,176,482,"4.46",609,"Africa","SG"
"Senegal",2002,60,149,"104.17","39.64","10.21","38.52",1672,65.2,,75,180,"513.4","4.26",835,"Africa","SG"
"Senegal",2003,73,146,"102.96","39.49",9.87,"38.73",1612,62.5,,75,306,"642.6","4.9",1055,"Africa","SG"
"Senegal",2004,87,144,"101.75","39.34",9.51,"37.31",16967,59.8,,75,255,"732.3","5.82",1280,"Africa","SG"
"Senegal",2005,84,142,"100.53","39.18",9.14,"55.70",2177,57.1,,75,310,"772.5","8.27",1510,"Africa","SG"
"Senegal",2006,89,80,99316,"39.04",8.81,"57.86",1795464,"54.7",,75,278,808,"5.85",1707,"Africa","SG"
"Senegal",2007,96,96,98102,"38.92",8.51,"49.40",,"11.1",,75,317,"947.9","4.47",1899,"Africa","SG"
"Senegal",2008,98,97,97362,"38.81",8.26,"51.21",1773724,"10.1",,75,345,"1093.8","5.26",2091,"Africa","SG"
"Senegal",2009,98,98,96623,"38.70",8.06,"53.25",,"9.3",,75,378,1018,"11.9",2283,"Africa","SG"
"Senegal",2010,98,98,95883,"38.56",7.92,"54.21",,"8.5",,75,394,"998.6","1.19",2475,"Africa","SG"
"Serbia",1999,92,,26.09,9.6,"13.50","70.04",,11.3,,68,12,"2338.4",,174,"Europe","SR"
"Serbia",2000,95,,25.15,9.8,"13.80","69.99",,10.9,,68,52,"809.3",,390,"Europe","SR"
"Serbia",2001,93,,24.21,"10.50","13.20","68.47",,10.6,,68,74,1518,,610,"Europe","SR"
"Serbia",2002,95,,23.27,"10.40","13.70","72.65",2,10.1,,68,185,"2013.7",,836,"Europe","SR"
"Serbia",2003,89,,22.48,"10.60","13.90","70.94",,9.2,,68,59,"2613.5",,1056,"Europe","SR"
"Serbia",2004,88,,21.68,"10.50","14.00","68.85",,8.3,,68,58,"3168.9",,1281,"Europe","SR"
"Serbia",2005,98,37,20.89,9.7,"14.30","66.00",,7.6,,68,243,"3391.4",,1511,"Europe","SR"
"Serbia",2006,92,88,20104,9.58,"13.88","63.00",,"7.3",,68,406,"3942.6",,1708,"Europe","SR"
"Serbia",2007,94,84,19314,9.22,"13.92","61.37",,"52.5",,68,"1.78","5276.9",,1900,"Europe","SR"
"Serbia",2008,88,77,18826,9.4,"13.97","61.98",1922614,"50.5",,68,"3.61","6497.8",,2092,"Europe","SR"
"Serbia",2009,86,79,18337,9.6,"14.20","61.86",2088083,"48.7",,68,"4.34",5498,,2284,"Europe","SR"
"Serbia",2010,89,82,17849,9.4,"14.20","61.87",2072318,"47.3",,68,"5.03","5073.1",,2476,"Europe","SR"
"Seychelles",1999,99,37,57.91,"18.20",7,"84.01",92,11.9,,33,3,"7747.5",0,175,"Africa","SE"
"Seychelles",2000,98,37,57.9,"18.60",6.8,"82.72",,11.9,,33,12,"7578.8","2.09",391,"Africa","SE"
"Seychelles",2001,96,36,57.9,"17.70",6.8,"85.07",,11.9,,33,8,7616,825,611,"Africa","SE"
"Seychelles",2002,99,35,57.9,"17.70",7.7,"86.99",917,12,,33,10,"8340.3","22.5",837,"Africa","SE"
"Seychelles",2003,99,35,58.3,"18.10",8.1,"89.71",1155,12,,33,14,"8491.5",0,1057,"Africa","SE"
"Seychelles",2004,99,34,58.7,"17.40",7.2,"91.77",,12,,33,13,"10173.6",0,1282,"Africa","SE"
"Seychelles",2005,99,33,59.11,"18.50",8.1,"92.99",,12,,33,13,"11086.9","19.2",1512,"Africa","SE"
"Seychelles",2006,99,99,59509,"17.30",7.8,"93.33",1011792,12,,33,26,"12014.4","3.15",1709,"Africa","SE"
"Seychelles",2007,94,95,59911,"17.60",7.4,"92.34",1029446,7,,33,38,"12155.7",0,1901,"Africa","SE"
"Seychelles",2008,95,92,59180,"17.80",7.6,"91.34",1083846,"6.9",,33,37,11123,"3.35",2093,"Africa","SE"
"Seychelles",2009,95,95,58449,"18.10",7.8,"91.65",1093677,"6.9",,33,28,"9707.3",,2285,"Africa","SE"
"Seychelles",2010,91,95,57717,"16.80",7.4,"89.61",1052828,"6.6",,33,33,"10805.1",,2477,"Africa","SE"
"Sierra Leone",1999,43,243,,,,,6,"144.2",1,21,7,"166.1",,176,"Africa","SL"
"Sierra Leone",2000,44,264,,,,,,"142.6",,21,11,"153.6",,392,"Africa","SL"
"Sierra Leone",2001,38,294,,,,,,"140.9",,21,8,"251.3",,612,"Africa","SL"
"Sierra Leone",2002,53,335,,,,,,"139.2",,21,9,"275.8",,838,"Africa","SL"
"Sierra Leone",2003,73,386,,,,,,"137.4",,21,6,291,,1058,"Africa","SL"
"Sierra Leone",2004,65,445,,,,,,"135.6",,21,12,"290.4",,1283,"Africa","SL"
"Sierra Leone",2005,65,503,,,,,,"133.7",,21,17,"317.9",,1513,"Africa","SL"
"Sierra Leone   ",2006,64,65,120599,,,"13.73",,"131.9",,,,,,1710,"Africa","SL"
"Sierra Leone   ",2007,99,99,118966,,,"11.59",,"11.9",,,,,,1902,"Africa","SL"
"Sierra Leone   ",2008,99,99,115310,,,"12.41",,"11.9",,,,,,2094,"Africa","SL"
"Sierra Leone   ",2009,99,97,111654,,,"12.86",,"11.8",,,,,,2286,"Africa","SL"
"Sierra Leone   ",2010,99,99,107997,,,"15.34",,"11.7",,,,,,2478,"Africa","SL"
"Singapore",1999,97,54,7.48,"12.80",4.5,"52.51",0,3.3,7,268,"4.49","21441.4","60.9",177,"Asia & Pacific","SN"
"Singapore",2000,98,51,7.5,"11.80",3.9,"45.01",14770,3,15,268,"4.94","23413.8","62.8",393,"Asia & Pacific","SN"
"Singapore",2001,96,44,7.52,"11.80",4.4,"37.45",1698,2.8,15,268,"5.37","21194.1","60.9",613,"Asia & Pacific","SN"
"Singapore",2002,94,42,7.54,"11.40",4.5,"37.24",20370,2.6,9,268,"5.83","21705.1","60.6",839,"Asia & Pacific","SN"
"Singapore",2003,96,43,7.22,"10.50",4.5,"37.29",2644,2.5,10,268,"6.92","23319.9","56.5",1059,"Asia & Pacific","SN"
"Singapore",2004,95,37,6.91,"10.30",4.4,"32.53",2443,2.3,9,268,"9.21","27047.1","56.9",1284,"Asia & Pacific","SN"
"Singapore",2005,96,35,6.59,"10.20",4.4,"26.89",23674,2.3,21,268,"10.22","29403.4","56.9",1514,"Asia & Pacific","SN"
"Singapore",2006,95,93,6277,"10.30",4.4,"27.48",,"2.3",22,268,"10.9","33088.7","58.1",1711,"Asia & Pacific","SN"
"Singapore",2007,64,60,5961,"10.00",4.5,"27.26",1975022,"129.8",38,268,11,"38762.6","45.2",1903,"Asia & Pacific","SN"
"Singapore",2008,78,73,5978,"10.20",4.4,"30.18",149309,"127.5",32,268,"12.07","39382.9","49.4",2095,"Asia & Pacific","SN"
"Singapore",2009,84,80,5995,9.9,4.3,"34.73",1589646,"125.2",23,268,"12.85","37859.8","48.1",2287,"Asia & Pacific","SN"
"Singapore",2010,84,80,6011,9.3,4.4,"33.72",1280191,"122.7",8,268,"14.43","45639.4","49.9",2479,"Asia & Pacific","SN"
"Slovak Republic   ",2006,99,98,20671,,,"68.32",1285738,"8.1",1,,,,"6.72",1712,,
"Slovak Republic   ",2007,96,95,20669,,,"66.85",,"2.2",,,,,"5.35",1904,,
"Slovak Republic   ",2008,97,95,19710,,,"67.76",,"2.2",,,,,"5.26",2096,,
"Slovak Republic   ",2009,97,95,18750,,,"65.69",,"2.2",,,,,"5.7",2288,,
"Slovak Republic   ",2010,97,95,17791,,,"64.48",1830646,"2.2",1,,,,"6.77",2480,,
"Slovakia",1999,,,,,,,0,,1,148,"2.4",,,178,"Europe","LO"
"Slovakia",2000,,,,,,,,,5,148,"2.37",,,394,"Europe","LO"
"Slovakia",2001,,,,,,,,,5,148,"2.38",,,614,"Europe","LO"
"Slovakia",2002,,,,,,,,,2,148,"2.51",,,840,"Europe","LO"
"Slovakia",2003,,,,,,,,,1,148,"2.8",,,1060,"Europe","LO"
"Slovakia",2004,,,,,,,,,1,148,"3.12",,,1285,"Europe","LO"
"Slovakia",2005,,,,,,,,,5,148,"3.21",,,1515,"Europe","LO"
"Slovenia",1999,92,24,6.11,8.8,9.5,"75.66",,4.8,5,153,"1.73","11250.2","4.13",179,"Europe","SI"
"Slovenia",2000,91,21,5.68,9.1,9.3,"74.01",,4.6,3,153,"1.94","10045.4","4.91",395,"Europe","SI"
"Slovenia",2001,92,21,5.24,8.8,9.3,"73.29",1382,4.3,3,153,"1.86","10290.3","5.34",615,"Europe","SI"
"Slovenia",2002,93,20,4.81,8.8,9.4,"73.37",1373,4.1,3,153,"2.15","11599.9","5.42",841,"Europe","SI"
"Slovenia",2003,95,16,4.8,8.7,9.7,"71.63",13700,3.9,1,153,"2.67","14607.2","6.42",1061,"Europe","SI"
"Slovenia",2004,94,14,4.79,9,9.3,"73.13",1350,3.7,6,153,"2.55","16944.2","5.73",1286,"Europe","SI"
"Slovenia",2005,95,15,4.78,9.1,9.4,"72.69",1329,3.5,4,153,"3.09","17854.6","4.93",1516,"Europe","SI"
"Slovenia",2006,97,96,4776,9.4,9.1,"72.29",133197,"3.4",3,153,"3.19","19405.9","5.51",1713,"Europe","SI"
"Slovenia",2007,99,99,4767,9.8,9.2,"71.90",1186804,"7.7",,153,"3.63",23441,"5.01",1905,"Europe","SI"
"Slovenia",2008,99,99,3937,"10.80",9.1,"73.97",1073947,"7.4",2,153,"4.1","27015.1","5.82",2097,"Europe","SI"
"Slovenia",2009,99,99,3107,"10.70",9.2,"73.72",983993,"7.2",3,153,"4.42",24051,"6.48",2289,"Europe","SI"
"Slovenia",2010,99,98,2277,"10.90",9.1,"73.99",1056442,"6.8",2,153,"4.52","22897.9","5.72",2481,"Europe","SI"
"Solomon Islands",1999,86,195,,,,,,28.5,,24,18,"1201.6",,180,"Asia & Pacific",
"Solomon Islands",2000,82,185,,,,,,28.6,,24,11,"1055.2",,396,"Asia & Pacific",
"Solomon Islands",2001,78,175,,,,,,28.7,,24,6,"945.5",,616,"Asia & Pacific",
"Solomon Islands",2002,71,166,,,,,,28.9,,24,2,"785.6",,842,"Asia & Pacific",
"Solomon Islands",2003,76,158,,,,,,29.1,,24,13,"745.5",,1062,"Asia & Pacific",
"Solomon Islands",2004,80,150,,,,,,29.2,,24,7,"819.3",,1287,"Asia & Pacific",
"Solomon Islands",2005,78,142,,,,,,29.2,,24,9,882,,1517,"Asia & Pacific",
"Solomon Islands   ",2006,91,84,70287,,,"93.12",,29,,,,,,1714,"Asia & Pacific",
"Solomon Islands   ",2007,97,96,70330,,,"93.04",1289666,"3.2",,,,,,1906,"Asia & Pacific",
"Solomon Islands   ",2008,97,96,69236,,,"92.75",1254904,3,,,,,,2098,"Asia & Pacific",
"Solomon Islands   ",2009,96,95,68141,,,"94.57",1230418,"2.8",,,,,"2.05",2290,"Asia & Pacific",
"Solomon Islands   ",2010,96,95,67047,,,"94.43",1208019,"2.8",,,,,"71.8",2482,"Asia & Pacific",
"Somalia",1999,36,285,"126.70","49.08","16.01",,,"103.3",,11,3,,,181,"Arab States","SO"
"Somalia",2000,33,285,"126.77","48.67","15.61",,,"103.3",,11,1,,,397,"Arab States","SO"
"Somalia",2002,40,285,"126.90","47.79","15.06",,,"103.3",,11,1,,,843,"Arab States","SO"
"Somalia",2003,40,285,"126.95","47.40","14.83",,,"103.3",,11,3,,,1063,"Arab States","SO"
"Somalia",2004,30,285,"127.00","47.06","14.60",,,"103.3",,11,2,,,1288,"Arab States","SO"
"Somalia",2006,26,35,127103,"46.50","14.09",,,"102.9",,11,4,,,1715,"Arab States","SO"
"Somalia",2007,79,78,127154,"46.22","13.83",,,"28.8",,,,,,1907,"Arab States","SO"
"Somalia",2008,78,60,123798,"45.89","13.57",,,"28.3",,11,4,,,2099,"Arab States","SO"
"Somalia",2009,81,60,120442,"45.51","13.30",,,"27.8",,11,3,,,2291,"Arab States","SO"
"Somalia",2010,79,68,117085,"45.09","13.04",,,"27.2",,11,11,,,2483,"Arab States","SO"
"South Africa",1999,74,479,,,,,,50.3,53,231,"4.66","3102.8",,182,,
"South Africa",2000,73,576,,,,,,51.4,32,231,"4.31","3019.9",,398,,
"South Africa",2001,71,683,,,,,,52.3,32,231,"4.55","2638.2",,617,,
"South Africa",2002,70,780,,,,,,52.9,24,231,"5.19","2425.3",,844,,
"South Africa",2003,69,852,,,,,,52.8,30,231,"5.58","3624.7",,1064,,
"South Africa",2004,64,898,,,,,1,52.1,30,231,"6.47","4659.6",,1289,,
"South Africa",2005,72,925,,,,,,51,24,231,"7.17","5185.8",,1518,,
"South Africa   ",2006,74,64,61472,,,"39.91",1970923,"49.5",20,,,,"6.46",1716,,
"South Africa   ",2007,40,35,59160,,,"44.48",,"101.9",,,,,"5.58",1908,,
"South Africa   ",2008,31,34,57500,,,"45.78",,"100.2",31,,,,"5.12",2100,,
"South Africa   ",2009,42,43,55841,,,"46.69",,"97.8",23,,,,"5.35",2292,,
"South Africa   ",2010,45,46,54181,,,"46.59",,"95.6",9,,,,"4.28",2484,,
"South Georgia and The South Sandwich Islands",1999,,,,,,,,,,2,1,,,183,,
"South Korea",1999,,,,,,,,,,333,"15.48",,,184,,
"South Korea",2000,,,,,,,4,,,333,"16.41",,,399,,
"South Korea",2001,,,,,,,,,,333,"19.09",,,618,,
"South Korea",2002,,,,,,,,,,333,"20.54",,,845,,
"South Korea",2003,,,,,,,,,,333,"25.6",,,1065,,
"South Korea",2004,,,,,,,,,,333,"31.01",,,1290,,
"South Korea",2005,,,,,,,,,,333,"36.03",,,1519,,
"South Sudan   ",2006,,,99937,,,,,83,,,,,,1717,,
"South Sudan   ",2007,72,62,95351,,,,1851221,"46.7",,,,,,1909,,
"South Sudan   ",2008,73,64,91338,,,"29.61",1789844,"45.3",,,,,,2101,,
"South Sudan   ",2009,70,78,87325,,,"26.91",182519,"39.8",,,,,,2293,,
"South Sudan   ",2010,66,74,83312,,,"32.29",1812916,35,,,,,,2485,,
"Spain",1999,95,24,8.94,9.5,9.3,"72.03",10960,5.6,116,476,"27.59",15468,"7.87",185,"Europe","SP"
"Spain",2000,95,23,9.38,9.9,9,"71.62",10932,5.4,123,476,"27.13","14413.8","7.99",400,"Europe","SP"
"Spain",2001,96,19,9.83,9.9,8.8,"71.20",1096,5.3,123,476,"28.86","14939.1","7.77",619,"Europe","SP"
"Spain",2002,98,20,10.27,"10.10",8.8,"71.29",10928,5.2,108,476,"31.29","16564.6","7.22",846,"Europe","SP"
"Spain",2003,98,27,10.77,"10.40",9.1,"70.24",1113,5,92,476,"35.98","20950.2","7.49",1066,"Europe","SP"
"Spain",2004,97,16,11.26,"10.60",8.6,"70.53",10933,5,93,476,"40.21","24337.5","7.26",1291,"Europe","SP"
"Spain",2005,96,19,11.76,"10.60",8.8,"70.90",11004,4.8,68,476,"46.13","25904.2","7.26",1520,"Europe","SP"
"Spain",2006,98,97,12253,"10.80",8.3,"71.57",1111451,"4.6",86,476,"50.95","27847.5","6.38",1718,"Europe","SP"
"Spain",2007,,,12749,"10.90",8.5,"71.85",,"79.5",48,476,"54.44","31871.1","5.11",1910,"Europe","SP"
"Spain",2008,,,12324,"11.30",8.4,"73.04",,"76.4",37,476,"58.3","34674.2","5.31",2102,"Europe","SP"
"Spain",2009,,,11899,"10.60",8.3,"74.73",,"73.6",30,476,"64.22","31368.5","6.23",2294,"Europe","SP"
"Spain",2010,,,11474,"10.40",8.2,"74.20",,"71.2",11,476,"68.14","29732.4","6.36",2486,"Europe","SP"
"Sri Lanka",1999,99,66,,,,,,15.5,,86,248,"821.6",,186,"Asia & Pacific","CE"
"Sri Lanka",2000,99,66,,,,,,14.8,,86,223,"854.9",,401,"Asia & Pacific","CE"
"Sri Lanka",2001,98,66,,,,,,14.1,,86,241,"837.7",,620,"Asia & Pacific","CE"
"Sri Lanka",2002,98,66,,,,,1,13.4,,86,269,"903.9",,847,"Asia & Pacific","CE"
"Sri Lanka",2003,99,66,,,,,,12.7,,86,385,"984.8",,1067,"Asia & Pacific","CE"
"Sri Lanka",2004,97,66,,,,,,12.1,,86,387,"1063.2",,1292,"Asia & Pacific","CE"
"Sri Lanka",2005,99,66,,,,,,11.5,1,86,527,"1242.4",,1521,"Asia & Pacific","CE"
"Sri Lanka   ",2006,98,99,23384,,,"47.65",,"10.8",,,,,"1.49",1719,"Asia & Pacific","CE"
"Sri Lanka   ",2007,96,97,22329,,,"47.59",1107944,"4.5",,,,,"2.08",1911,"Asia & Pacific","CE"
"Sri Lanka   ",2008,97,98,21243,,,"45.44",1114112,"4.3",1,,,,"1.86",2103,"Asia & Pacific","CE"
"Sri Lanka   ",2009,96,98,20157,,,"45.13",108343,"4.1",,,,,949,2295,"Asia & Pacific","CE"
"Sri Lanka   ",2010,97,95,19070,,,"45.27",1073089,4,,,,,"1.03",2487,"Asia & Pacific","CE"
"St. Lucia   ",2006,85,94,61513,,,"50.08",1963813,"15.8",,,,,"11.2",1720,"Asia & Pacific","CE"
"St. Lucia   ",2007,98,98,61404,,,"44.35",,"10.2",,,,,"14.8",1912,"Asia & Pacific","CE"
"St. Lucia   ",2008,98,98,60385,,,"48.19",,"9.6",,,,,"16.9",2104,"Asia & Pacific","CE"
"St. Lucia   ",2009,97,97,59366,,,"55.07",827079,"9.2",,,,,,2296,"Asia & Pacific","CE"
"St. Lucia   ",2010,99,99,58347,,,"54.61",860566,"8.9",,,,,,2488,"Asia & Pacific","CE"
"St. Vincent and the Grenadines",2006,99,99,60063,"17.88",7.36,"81.98",,"20.5",,,,"5610.6","0.0274",1721,,
"St. Vincent and the Grenadines",2007,99,94,58928,"17.71",7.31,"82.14",,"15.8",,,,6279,209,1913,,
"St. Vincent and the Grenadines",2008,96,99,58044,"17.53",7.26,"84.03",191296,"15.9",,,,"6403.6","0.00707",2105,,
"St. Vincent and the Grenadines",2009,95,99,57160,"17.33",7.22,"84.42",1311485,"15.7",,,,"6154.2",773,2297,,
"St. Vincent and the Grenadines",2010,97,95,56276,"17.10",7.19,"81.96",1302326,"15.5",,,,"6172.6",156,2489,,
"Sudan",1999,55,147,"113.84","40.04","10.70","19.74",,69.6,,52,107,"319.4","8.65",187,"Arab States","SU"
"Sudan",2000,62,144,"115.52","39.76","10.51","27.14",,67.9,,52,98,"356.5","3.8",402,"Arab States","SU"
"Sudan",2001,66,142,"117.20","39.44","10.31","27.01",5,66.2,,52,83,"372.8","2.54",621,"Arab States","SU"
"Sudan",2002,60,140,"118.88","39.06","10.10","27.62",,64.3,,52,105,407,"8.74",848,"Arab States","SU"
"Sudan",2003,69,137,"116.43","38.62",9.88,"28.91",,62.6,,52,136,"471.5","0.0366",1068,"Arab States","SU"
"Sudan",2004,74,135,"113.97","38.12",9.66,"32.04",,60.8,,52,161,"557.2",0,1293,"Arab States","SU"
"Sudan",2005,78,133,"111.52","37.58",9.44,"34.43",,59.1,,52,170,"669.4",578,1522,"Arab States","SU"
"Sudan",2006,78,73,109070,"37.02",9.24,"33.22",,"57.5",,52,199,"862.3",606,1722,"Arab States","SU"
"Sudan",2007,99,99,106617,"36.44",9.05,"33.17",2011533,"20.9",,52,266,"1083.5",,1914,"Arab States","SU"
"Sudan",2008,99,99,102087,"35.89",8.88,"33.12",,"21.1",,52,292,"1253.1",102,2106,"Arab States","SU"
"Sudan",2009,99,99,97557,"35.35",8.74,"30.15",173385,"21.4",,52,416,"1190.8","29.4",2298,"Arab States","SU"
"Sudan",2010,99,99,93026,"34.85",8.62,"31.42",1548563,"21.4",,52,502,"1422.4",156,2490,"Arab States","SU"
"Suriname",1999,85,91,48.6,"22.98",7.49,"45.37",,30.2,,24,9,1924,205,188,"South/Latin America","NS"
"Suriname",2000,71,86,47.47,"22.62",7.53,"53.39",,28.9,,24,5,"1911.8","8.17",403,"South/Latin America","NS"
"Suriname",2001,68,82,46.35,"22.13",7.56,"50.04",,27.6,,24,11,1613,"6.35",622,"South/Latin America","NS"
"Suriname",2002,73,76,45.22,"21.59",7.56,"49.72",,26.4,,24,11,"2246.2","10.7",849,"South/Latin America","NS"
"Suriname",2003,75,71,44.09,"21.06",7.54,"50.68",,25.2,,24,7,2611,"10.9",1069,"South/Latin America","NS"
"Suriname",2004,85,67,42.95,"20.55",7.5,"48.39",,24.3,,24,12,"3007.9","8.01",1294,"South/Latin America","NS"
"Suriname",2005,83,63,41.81,"20.09",7.44,"51.20",,23.4,1,24,15,"3590.5","13.7",1523,"South/Latin America","NS"
"Suriname",2006,84,83,40679,"19.69",7.38,"51.11",,"22.6",,24,10,"5198.3","6.22",1723,"South/Latin America","NS"
"Suriname",2007,84,79,39543,"19.33",7.32,"50.26",,"56.1",,24,13,"5753.2","8.7",1915,"South/Latin America","NS"
"Suriname",2008,86,79,38674,"19.00",7.27,"45.75",,"54.7",1,24,19,"6855.2","5.46",2107,"South/Latin America","NS"
"Suriname",2009,81,82,37805,"18.71",7.24,"52.10",,"53.3",,24,12,"7450.2","13.9",2299,"South/Latin America","NS"
"Suriname",2010,90,90,36936,"18.45",7.23,"50.48",,52,,24,12,"8320.6","12.1",2491,"South/Latin America","NS"
"Svalbard and Jan Mayen",1999,,,,,,,,,,8,1,,,189,"Europe",
"Svalbard and Jan Mayen",2003,,,,,,,,,,8,1,,,1070,"Europe",
"Svalbard and Jan Mayen",2004,,,,,,,,,,8,1,,,1295,"Europe",
"Svalbard and Jan Mayen",2005,,,,,,,,,,8,1,,,1524,"Europe",
"Swaziland",1999,83,685,"106.59","33.07","13.29","56.35",1751,77.4,,28,16,"1476.8",,190,"Africa","WZ"
"Swaziland",2000,84,803,"105.20","32.53","14.08","56.29",18,79.5,,28,25,"1433.2",403,404,"Africa","WZ"
"Swaziland",2001,84,911,"103.80","32.13","14.74","56.77",1769,80.7,,28,13,"1255.5",786,623,"Africa","WZ"
"Swaziland",2002,85,"1000.00","102.41","31.86","15.25","59.17",1537,81.5,,28,23,"1131.3",485,850,"Africa","WZ"
"Swaziland",2003,85,"1072.00",99.52,"31.69","15.58","64.55",2098,81.7,,28,24,"1704.2",299,1071,"Africa","WZ"
"Swaziland",2004,86,"1120.00",96.64,"31.58","15.72","63.27",1717,81.1,,28,17,"2211.1",104,1296,"Africa","WZ"
"Swaziland",2005,86,"1147.00",93.75,"31.51","15.68","67.55",2015,80.1,,28,32,"2339.3","0.0765",1525,"Africa","WZ"
"Swaziland",2006,87,93,90869,"31.43","15.49","66.92",2191497,"75.6",,28,35,"2636.2",134,1724,"Africa","WZ"
"Swaziland",2007,84,85,87984,"31.35","15.22","68.34",,"21.8",,28,32,"2690.6",116,1916,"Africa","WZ"
"Swaziland",2008,85,86,84784,"31.22","14.94","69.56",,21,,28,54,"2616.9",,2108,"Africa","WZ"
"Swaziland",2009,87,88,81585,"31.05","14.66","68.03",,"20.4",,28,73,"2693.5",,2300,"Africa","WZ"
"Swaziland",2010,96,90,78385,"30.82","14.45","67.53",,"19.8",,28,117,"3093.5",,2492,"Africa","WZ"
"Sweden",1999,99,6.2,6.88,9.9,"10.70","85.73",12487,3.5,115,511,"17.91","29218.5","21.5",191,"Europe","SW"
"Sweden",2000,99,5.4,6.72,"10.20","10.50","84.89",13010,3.4,126,511,"17.27","27869.4","22.8",405,"Europe","SW"
"Sweden",2001,99,5.1,6.56,"10.30","10.50","81.14",12947,3.4,126,511,"17.72","25557.6","17.4",624,"Europe","SW"
"Sweden",2002,99,4.8,6.39,"10.70","10.60","81.42",13240,3.3,93,511,"17.41",28119,"18.2",851,"Europe","SW"
"Sweden",2003,99,5.1,6.32,"11.10","10.40","82.01",12964,3.2,71,511,"20.09","35131.2","16.3",1072,"Europe","SW"
"Sweden",2004,99,5.5,6.24,"11.20","10.10","81.37",13084,3,70,511,"21.51","40261.1","17.4",1297,"Europe","SW"
"Sweden",2005,98,6.9,6.16,"11.20","10.20","81.16",12796,2.9,45,511,"23.45","41040.7","16.9",1526,"Europe","SW"
"Sweden",2006,98,97,6088,"11.70","10.00","81.13",1279998,"2.8",28,511,"24.08","43948.6","16.1",1725,"Europe","SW"
"Sweden",2007,87,94,6012,"11.70","10.00","81.36",,"74.4",22,511,"24.85","50558.4","11.5",1917,"Europe","SW"
"Sweden",2008,88,94,6115,"11.90",9.9,"81.50",1717819,"73.2",14,511,"24.7","52730.8","11.2",2109,"Europe","SW"
"Sweden",2009,88,94,6218,"12.00",9.7,"81.50",1677238,"67.2",9,511,"26.42","43639.5","12.9",2301,"Europe","SW"
"Sweden",2010,89,94,6322,"12.30",9.6,"81.51",1824037,"61.2",4,511,"27.93","49359.9","13.7",2493,"Europe","SW"
"Switzerland",1999,88,12,5.55,"10.30",8.3,"55.14",14461,4.7,66,569,"16.7","38290.7","21.8",192,"Europe","SZ"
"Switzerland",2000,88,9.3,5.48,"10.90",8.7,"55.43",1477,4.6,76,569,"16.22","35639.5","22.7",406,"Europe","SZ"
"Switzerland",2001,93,8.8,5.41,"10.00",8.5,"56.93",14920,4.6,76,569,"16.09","36328.1","23.5",625,"Europe","SZ"
"Switzerland",2002,93,9.4,5.34,9.9,8.5,"57.74",1541,4.6,63,569,"16.71","39350.4","24.3",852,"Europe","SZ"
"Switzerland",2003,93,9,5.17,9.8,8.6,"58.35",1568,4.4,58,569,"20.15","45588.6","24.8",1073,"Europe","SZ"
"Switzerland",2004,93,8.6,5.01,9.9,8.1,"58.39",15633,4.4,48,569,"22.35","50641.8","24.4",1298,"Europe","SZ"
"Switzerland",2005,94,8,4.84,9.8,8.2,"59.46",15231,4.3,40,569,"24.59","51734.3","24.3",1527,"Europe","SZ"
"Switzerland",2006,94,87,4671,9.8,8.1,"59.12",1532336,"4.2",33,569,"26.27","54140.5",24,1726,"Europe","SZ"
"Switzerland",2007,98,96,4503,9.9,8.1,"59.08",1286496,"2.7",18,569,"27.61","59663.8","23.4",1918,"Europe","SZ"
"Switzerland",2008,98,96,3982,"10.00",8,"65.15",130583,"2.6",12,569,"28.66","68555.4","24.5",2110,"Europe","SZ"
"Switzerland",2009,98,97,3462,"10.10",8.1,"65.54",1321636,"2.5",9,569,"30.39","65790.1","26.1",2302,"Europe","SZ"
